WN;PS;PA;PC;PU;PET;PP;SAN;PVC;PE;POM;ABS
2309.55224;0.03874;0.04777;0.03355;0.05123;0.02614;0.02797;0.07045;0.01625;0.01783;0.01943;0.02978
2311.76231;0.03886;0.0481;0.03404;0.05071;0.02621;0.02777;0.06968;0.01483;0.01805;0.01978;0.03007
2313.97172;0.03881;0.04847;0.03449;0.05082;0.02621;0.02758;0.06975;0.01495;0.01827;0.01993;0.02961
2316.18049;0.03847;0.04813;0.03465;0.05076;0.02695;0.02828;0.07024;0.01577;0.01827;0.01934;0.02925
2318.3886;0.03839;0.04738;0.03503;0.05212;0.02724;0.02902;0.07102;0.01566;0.01852;0.01986;0.02785
2320.59607;0.03817;0.0475;0.03508;0.05299;0.0273;0.02873;0.0717;0.01417;0.01858;0.01942;0.02718
2322.8029;0.03765;0.04692;0.0352;0.05412;0.02731;0.02964;0.07234;0.0122;0.01841;0.01948;0.02645
2325.00907;0.03789;0.04692;0.03548;0.0538;0.02699;0.03038;0.07263;0.01329;0.0176;0.01972;0.02618
2327.2146;0.03739;0.04607;0.03547;0.05377;0.02647;0.03037;0.07251;0.01408;0.0173;0.02005;0.02657
2329.41948;0.03714;0.04624;0.03576;0.05332;0.02589;0.02906;0.07208;0.01711;0.01685;0.01978;0.02781
2331.62371;0.03714;0.0463;0.03543;0.05221;0.02512;0.02883;0.07179;0.01938;0.01637;0.01979;0.02854
2333.8273;0.03742;0.0463;0.03557;0.05138;0.02556;0.02761;0.07185;0.02137;0.01639;0.01989;0.02956
2336.03024;0.03731;0.04633;0.03481;0.05066;0.02577;0.02698;0.072;0.02227;0.0162;0.0197;0.03033
2338.23254;0.03746;0.0456;0.03463;0.05032;0.02622;0.02631;0.07196;0.02266;0.01553;0.01942;0.03119
2340.43419;0.03796;0.04497;0.0345;0.04977;0.02632;0.02648;0.07181;0.02031;0.0154;0.01936;0.03063
2342.63519;0.03795;0.04473;0.03345;0.04957;0.02688;0.02576;0.07129;0.01765;0.0153;0.01856;0.03128
2344.83555;0.0379;0.04359;0.03314;0.051;0.02717;0.02584;0.07069;0.01522;0.01549;0.0184;0.0307
2347.03527;0.03815;0.0422;0.033;0.05195;0.0279;0.02487;0.06996;0.01428;0.0152;0.01864;0.02922
2349.23434;0.03777;0.04066;0.03257;0.05226;0.02748;0.02533;0.06909;0.01284;0.01501;0.01881;0.02839
2351.43276;0.03761;0.04002;0.03301;0.05224;0.02746;0.02471;0.06822;0.01485;0.01501;0.01879;0.02909
2353.63055;0.03751;0.03907;0.03296;0.05216;0.02713;0.0247;0.06767;0.01475;0.01461;0.01951;0.02856
2355.82769;0.03704;0.03874;0.03326;0.0523;0.02703;0.02368;0.06767;0.01522;0.01454;0.01984;0.02811
2358.02418;0.03635;0.03853;0.0334;0.05185;0.02668;0.02324;0.06795;0.01506;0.01432;0.02009;0.02762
2360.22004;0.0366;0.03822;0.03403;0.05104;0.02613;0.02315;0.06818;0.0161;0.01366;0.01969;0.02758
2362.41525;0.03657;0.03878;0.03359;0.0504;0.02542;0.02306;0.06875;0.0149;0.01337;0.01956;0.02731
2364.60981;0.03635;0.03821;0.03318;0.05011;0.02568;0.02307;0.06936;0.01494;0.01336;0.01938;0.02769
2366.80374;0.03673;0.0378;0.03353;0.04984;0.0252;0.02236;0.07041;0.01467;0.01364;0.01914;0.02603
2368.99702;0.03654;0.0376;0.03385;0.05074;0.02507;0.02231;0.07118;0.01472;0.0135;0.01867;0.0267
2371.18967;0.03635;0.03727;0.03391;0.05048;0.02474;0.02282;0.0711;0.01611;0.01319;0.01854;0.0276
2373.38167;0.03637;0.03773;0.03455;0.04958;0.02505;0.02287;0.07067;0.01673;0.01351;0.01872;0.02939
2375.57303;0.03628;0.03713;0.03488;0.05083;0.02457;0.02434;0.06956;0.01571;0.0131;0.01843;0.02964
2377.76375;0.03611;0.03694;0.03513;0.05131;0.02455;0.02457;0.06825;0.01609;0.01324;0.0183;0.02902
2379.95382;0.03583;0.03663;0.03472;0.05117;0.0243;0.02385;0.06674;0.01659;0.01324;0.0187;0.03014
2382.14326;0.0361;0.03661;0.03419;0.05085;0.02417;0.02397;0.06482;0.01668;0.01285;0.01913;0.0312
2384.33206;0.0356;0.03672;0.03303;0.05046;0.02448;0.02373;0.06327;0.01588;0.01302;0.01959;0.03089
2386.52022;0.03525;0.03604;0.03286;0.04822;0.02469;0.02324;0.06195;0.01486;0.01302;0.01996;0.03061
2388.70774;0.03527;0.03645;0.03343;0.04755;0.02505;0.02181;0.06136;0.01537;0.01305;0.02009;0.0287
2390.89462;0.03513;0.03642;0.03332;0.04797;0.02498;0.02066;0.06079;0.01607;0.01258;0.01996;0.02737
2393.08086;0.03467;0.03657;0.03365;0.04699;0.02479;0.01966;0.06017;0.01867;0.01233;0.02059;0.02628
2395.26646;0.0345;0.03746;0.03402;0.0459;0.02436;0.01953;0.05983;0.01742;0.0124;0.02048;0.02636
2397.45143;0.03409;0.03729;0.03414;0.047;0.02401;0.02089;0.05946;0.01839;0.01197;0.01974;0.02482
2399.63575;0.03435;0.03731;0.03396;0.04798;0.02436;0.02006;0.05922;0.01984;0.01219;0.01955;0.02467
2401.81944;0.03429;0.0367;0.03346;0.0477;0.02427;0.0197;0.05939;0.02035;0.01225;0.01949;0.02618
2404.00249;0.03464;0.03637;0.033;0.04783;0.02491;0.02036;0.05949;0.01814;0.01222;0.01884;0.02582
2406.18491;0.03438;0.03593;0.03252;0.04758;0.02514;0.02048;0.05978;0.01679;0.01235;0.01835;0.02564
2408.36668;0.03438;0.03576;0.03251;0.04739;0.02504;0.02088;0.06005;0.01473;0.01194;0.01749;0.02553
2410.54782;0.03467;0.0349;0.03314;0.04821;0.02569;0.02025;0.06051;0.01364;0.01197;0.01635;0.02489
2412.72833;0.03488;0.03419;0.03286;0.04759;0.02555;0.01988;0.06081;0.01411;0.01199;0.01546;0.02499
2414.90819;0.03463;0.03455;0.03333;0.0464;0.02519;0.01925;0.06103;0.0167;0.01238;0.01557;0.02534
2417.08743;0.03441;0.03478;0.03337;0.04552;0.0248;0.01934;0.0611;0.01726;0.01207;0.01503;0.02693
2419.26602;0.03426;0.03489;0.03289;0.0447;0.02455;0.01992;0.06089;0.01796;0.01175;0.01591;0.02764
2421.44398;0.03442;0.03496;0.03306;0.04472;0.02439;0.01922;0.06059;0.01974;0.01189;0.01632;0.02745
2423.62131;0.03429;0.03529;0.03353;0.04443;0.02413;0.01966;0.0605;0.02037;0.01183;0.01672;0.02722
2425.798;0.03465;0.03521;0.03381;0.04483;0.02397;0.01976;0.06042;0.01988;0.01167;0.0168;0.0268
2427.97406;0.03483;0.03467;0.03409;0.04515;0.02341;0.01904;0.06028;0.01957;0.01146;0.01724;0.02684
2430.14948;0.03522;0.03465;0.03409;0.04671;0.02287;0.01917;0.06037;0.01877;0.01114;0.01645;0.02679
2432.32427;0.03579;0.03302;0.03394;0.0469;0.02323;0.01853;0.0608;0.01821;0.01115;0.01582;0.02677
2434.49842;0.03613;0.03205;0.03404;0.04651;0.02326;0.01828;0.06161;0.02012;0.01099;0.01574;0.02755
2436.67194;0.0363;0.03147;0.03371;0.04737;0.02357;0.01722;0.06264;0.02266;0.01069;0.01549;0.02828
2438.84483;0.03667;0.03062;0.03308;0.04721;0.02377;0.01691;0.06323;0.0231;0.00968;0.01581;0.02928
2441.01708;0.03648;0.03002;0.03249;0.04609;0.02405;0.0173;0.06308;0.02227;0.00914;0.01682;0.02951
2443.18871;0.0356;0.02992;0.03263;0.04676;0.02437;0.01716;0.06279;0.02299;0.00888;0.01728;0.028
2445.3597;0.03503;0.02975;0.03261;0.04703;0.0247;0.01727;0.06232;0.02263;0.00815;0.0177;0.02883
2447.53006;0.0346;0.02866;0.03274;0.04569;0.02422;0.01682;0.06195;0.02082;0.00744;0.01693;0.02828
2449.69978;0.03397;0.0283;0.03299;0.04451;0.02419;0.01634;0.06144;0.01848;0.00713;0.01695;0.0272
2451.86888;0.03382;0.02847;0.03303;0.04367;0.02443;0.01626;0.06134;0.01643;0.00711;0.01563;0.02695
2454.03734;0.03382;0.02816;0.03296;0.04211;0.02489;0.01571;0.06176;0.01598;0.00695;0.01547;0.02654
2456.20517;0.03376;0.02805;0.03358;0.04179;0.02467;0.01496;0.06268;0.01552;0.0067;0.01536;0.02599
2458.37237;0.03413;0.0282;0.03372;0.04322;0.02445;0.01447;0.0631;0.01703;0.00671;0.01491;0.02678
2460.53895;0.03436;0.02821;0.03355;0.04258;0.02454;0.01461;0.06242;0.01724;0.00657;0.01532;0.02691
2462.70489;0.03347;0.02793;0.03368;0.04272;0.02453;0.01488;0.06106;0.01783;0.00645;0.01595;0.02709
2464.8702;0.03293;0.02784;0.03342;0.0435;0.0248;0.01498;0.05969;0.01842;0.00663;0.01604;0.02653
2467.03488;0.03283;0.02745;0.03281;0.04393;0.02453;0.01496;0.05831;0.01977;0.00623;0.01655;0.02773
2469.19893;0.03273;0.02689;0.03252;0.0442;0.02383;0.01423;0.05744;0.01885;0.00622;0.01568;0.02645
2471.36235;0.03282;0.02696;0.03198;0.04393;0.02434;0.01418;0.05713;0.01862;0.00644;0.0153;0.02589
2473.52515;0.03299;0.02654;0.03155;0.04468;0.02494;0.01395;0.05773;0.01819;0.00652;0.01386;0.02645
2475.68731;0.03282;0.02598;0.0317;0.04364;0.02566;0.01325;0.05914;0.01848;0.0062;0.01389;0.02665
2477.84885;0.03313;0.02503;0.03143;0.04383;0.02541;0.0132;0.06065;0.01868;0.00574;0.01369;0.02734
2480.00976;0.03329;0.02408;0.03137;0.04432;0.02493;0.01253;0.06108;0.02027;0.00546;0.01398;0.02883
2482.17004;0.03269;0.02359;0.03126;0.04281;0.02519;0.01244;0.0606;0.01967;0.00506;0.01404;0.02901
2484.3297;0.03244;0.02301;0.03188;0.04231;0.02495;0.01157;0.0594;0.01963;0.00446;0.01471;0.02816
2486.48872;0.03243;0.02264;0.03208;0.04298;0.02519;0.01148;0.05757;0.01909;0.00427;0.01525;0.02776
2488.64712;0.03222;0.02276;0.03248;0.04331;0.02491;0.01111;0.05519;0.01834;0.00391;0.01593;0.02664
2490.8049;0.0322;0.02302;0.03216;0.04412;0.02498;0.01074;0.05273;0.01774;0.00396;0.01545;0.02475
2492.96204;0.03193;0.02304;0.03134;0.04405;0.02527;0.0115;0.05064;0.01764;0.00388;0.01467;0.02295
2495.11856;0.03134;0.02234;0.03082;0.04439;0.02492;0.01166;0.04923;0.01715;0.00399;0.01368;0.02295
2497.27446;0.03107;0.02123;0.03074;0.0426;0.02494;0.01151;0.04874;0.01702;0.0039;0.01341;0.02355
2499.42973;0.03097;0.02;0.02946;0.04172;0.0248;0.01168;0.04896;0.01742;0.00373;0.01283;0.0231
2501.58437;0.03039;0.01919;0.02882;0.04186;0.02424;0.01202;0.04921;0.01839;0.00378;0.01258;0.02273
2503.73839;0.03011;0.01821;0.02844;0.04151;0.02436;0.01187;0.04963;0.01887;0.00372;0.01243;0.02213
2505.89179;0.03006;0.01857;0.02843;0.04178;0.02432;0.01155;0.05009;0.01849;0.00392;0.01306;0.02153
2508.04455;0.03025;0.01902;0.02922;0.04189;0.02462;0.01113;0.05037;0.01902;0.00367;0.01389;0.02179
2510.1967;0.03024;0.01951;0.0302;0.04207;0.0247;0.0104;0.04998;0.0182;0.00323;0.01433;0.02108
2512.34822;0.03036;0.02015;0.03007;0.04284;0.02466;0.01066;0.04905;0.01898;0.00315;0.01397;0.02215
2514.49912;0.03066;0.02003;0.03047;0.04213;0.02498;0.01151;0.04817;0.01857;0.00318;0.01407;0.02314
2516.64939;0.03079;0.01989;0.03093;0.0405;0.02486;0.01123;0.0473;0.01701;0.00312;0.01403;0.02448
2518.79904;0.0311;0.01932;0.0317;0.04001;0.02502;0.0113;0.04705;0.01605;0.00297;0.01433;0.02528
2520.94807;0.03139;0.0195;0.03231;0.03974;0.02536;0.01132;0.04712;0.01552;0.00265;0.0143;0.02344
2523.09647;0.03087;0.01897;0.03255;0.04044;0.02509;0.01209;0.04703;0.01567;0.00278;0.01405;0.02269
2525.24426;0.0305;0.01832;0.03254;0.04071;0.02532;0.01238;0.0472;0.01551;0.00264;0.01361;0.02191
2527.39142;0.03014;0.01802;0.03282;0.04038;0.02541;0.01219;0.0475;0.01585;0.00305;0.01336;0.02184
2529.53796;0.02983;0.01748;0.03354;0.03929;0.02509;0.01091;0.04761;0.01627;0.00289;0.01298;0.02192
2531.68387;0.02901;0.01765;0.03335;0.03894;0.02468;0.00984;0.04699;0.01524;0.00268;0.01289;0.0225
2533.82917;0.02883;0.01744;0.03297;0.03773;0.02457;0.00926;0.04614;0.01596;0.00267;0.01264;0.02434
2535.97384;0.02911;0.01729;0.03279;0.03684;0.02512;0.00894;0.04558;0.01576;0.00265;0.01279;0.0247
2538.11789;0.02907;0.01752;0.03227;0.03617;0.02517;0.0086;0.04481;0.01606;0.00242;0.0124;0.02408
2540.26133;0.02918;0.01752;0.0322;0.03668;0.02482;0.00877;0.04437;0.01526;0.00236;0.0122;0.02395
2542.40414;0.02975;0.01802;0.03206;0.03743;0.02435;0.00902;0.04402;0.0179;0.00196;0.01187;0.02217
2544.54633;0.02969;0.01723;0.03163;0.03895;0.02392;0.00933;0.04393;0.01837;0.00198;0.01183;0.02106
2546.6879;0.03009;0.01805;0.03153;0.04051;0.02395;0.01001;0.04421;0.01903;0.00204;0.01114;0.02107
2548.82886;0.03078;0.01762;0.03176;0.04214;0.02392;0.0092;0.04457;0.01901;0.00253;0.01126;0.02112
2550.96919;0.03087;0.01699;0.03224;0.04319;0.02388;0.0084;0.04505;0.0186;0.00279;0.0111;0.02114
2553.10891;0.03036;0.01732;0.03212;0.04157;0.02455;0.00797;0.04547;0.0187;0.00277;0.01131;0.02084
2555.248;0.03053;0.01617;0.03293;0.04184;0.02538;0.00684;0.04641;0.01882;0.00259;0.01177;0.02207
2557.38648;0.03074;0.01598;0.03329;0.04248;0.02609;0.00738;0.0476;0.01887;0.00237;0.01173;0.02216
2559.52434;0.03084;0.01509;0.03339;0.04214;0.02657;0.00743;0.04852;0.01901;0.00228;0.01194;0.0224
2561.66158;0.03094;0.01458;0.03362;0.0411;0.02665;0.0069;0.04934;0.01833;0.00229;0.0121;0.02243
2563.7982;0.03096;0.0144;0.03443;0.04088;0.02653;0.00725;0.04997;0.02017;0.00223;0.01224;0.02134
2565.93421;0.03083;0.01373;0.03559;0.04085;0.02643;0.00687;0.05014;0.01965;0.00242;0.01234;0.02237
2568.0696;0.03136;0.01494;0.03651;0.0408;0.02641;0.00705;0.04959;0.01957;0.00274;0.0124;0.02353
2570.20437;0.03191;0.01591;0.03756;0.04053;0.02651;0.00723;0.04868;0.0194;0.00333;0.01256;0.02325
2572.33853;0.03217;0.0161;0.03917;0.04077;0.02661;0.00721;0.04789;0.01938;0.00428;0.01223;0.02261
2574.47206;0.03198;0.01659;0.03965;0.03845;0.02709;0.00687;0.04719;0.01879;0.00542;0.01246;0.02205
2576.60499;0.03206;0.01661;0.04044;0.03767;0.02767;0.00657;0.04706;0.01787;0.00633;0.01321;0.02347
2578.73729;0.03154;0.01728;0.04018;0.03738;0.02804;0.00832;0.047;0.01765;0.00702;0.01388;0.02426
2580.86899;0.03085;0.01709;0.03991;0.0367;0.0283;0.00887;0.04717;0.01794;0.00742;0.01526;0.02491
2583.00006;0.02998;0.01691;0.03914;0.03508;0.02819;0.00883;0.0473;0.01796;0.00778;0.01576;0.02461
2585.13052;0.02917;0.01668;0.03913;0.03524;0.02874;0.00949;0.04783;0.01659;0.008;0.01538;0.02426
2587.26037;0.02857;0.01604;0.03945;0.03532;0.02898;0.0095;0.04814;0.01691;0.0075;0.0152;0.02576
2589.3896;0.02907;0.01639;0.03863;0.03552;0.02855;0.00994;0.04837;0.01637;0.00735;0.01483;0.02572
2591.51822;0.02954;0.01702;0.03772;0.03614;0.0279;0.00943;0.04875;0.01763;0.00753;0.01345;0.02504
2593.64622;0.03075;0.01736;0.03727;0.03596;0.02807;0.00852;0.04916;0.01754;0.00765;0.01335;0.02244
2595.77361;0.03205;0.01722;0.03592;0.03483;0.02897;0.00668;0.04945;0.01765;0.00823;0.0129;0.02159
2597.90039;0.03286;0.01812;0.03484;0.0339;0.03058;0.00672;0.04948;0.01788;0.00829;0.01268;0.02109
2600.02655;0.03271;0.01873;0.03309;0.03452;0.03156;0.00763;0.04913;0.01904;0.00866;0.01231;0.02102
2602.1521;0.03254;0.01828;0.03195;0.03573;0.03255;0.00823;0.0487;0.02081;0.00858;0.01279;0.0211
2604.27704;0.03209;0.01735;0.03109;0.03612;0.03325;0.00887;0.04825;0.02048;0.00877;0.01294;0.01998
2606.40136;0.03164;0.01719;0.03081;0.03691;0.03486;0.00923;0.04817;0.02024;0.00872;0.01415;0.02041
2608.52507;0.03079;0.01592;0.03146;0.03739;0.03497;0.00871;0.04791;0.02082;0.00814;0.015;0.02079
2610.64817;0.03037;0.01536;0.0306;0.03724;0.03415;0.00907;0.04772;0.01971;0.00777;0.01547;0.02016
2612.77066;0.02971;0.01422;0.03002;0.03755;0.03346;0.0077;0.0476;0.02026;0.00739;0.01567;0.02047
2614.89254;0.02942;0.01352;0.02982;0.03534;0.03362;0.00617;0.04743;0.01964;0.00667;0.01602;0.01948
2617.0138;0.02939;0.01344;0.02967;0.03463;0.03345;0.00496;0.04696;0.01888;0.00607;0.01515;0.01919
2619.13446;0.02915;0.01394;0.02896;0.03432;0.03272;0.00536;0.04607;0.01909;0.0054;0.01453;0.01882
2621.2545;0.02854;0.013;0.02801;0.0333;0.03136;0.00558;0.04546;0.01899;0.00548;0.01358;0.01992
2623.37394;0.02836;0.01187;0.02772;0.03351;0.03016;0.00604;0.04518;0.01944;0.00507;0.01283;0.02136
2625.49276;0.02804;0.01103;0.02783;0.03299;0.02931;0.00642;0.04556;0.02008;0.00495;0.01254;0.023
2627.61097;0.02802;0.01019;0.02729;0.03182;0.02892;0.00789;0.04602;0.02126;0.00534;0.01302;0.02387
2629.72858;0.02784;0.00944;0.02753;0.03036;0.02746;0.00789;0.04617;0.02108;0.0057;0.01255;0.02469
2631.84557;0.02782;0.01008;0.02705;0.0301;0.02613;0.00831;0.04627;0.02107;0.00621;0.0126;0.02446
2633.96196;0.02724;0.00945;0.02687;0.02954;0.0258;0.0091;0.0465;0.02102;0.00713;0.01164;0.02502
2636.07773;0.02677;0.01091;0.02643;0.02864;0.02504;0.00987;0.0464;0.01992;0.00783;0.01153;0.02388
2638.1929;0.02657;0.01227;0.02602;0.0281;0.025;0.01212;0.04575;0.01968;0.00867;0.01162;0.02186
2640.30746;0.02615;0.01318;0.02533;0.02691;0.02425;0.01489;0.04501;0.01971;0.00986;0.01156;0.02028
2642.42141;0.02537;0.01275;0.02507;0.02556;0.02386;0.01677;0.04466;0.01857;0.01109;0.01272;0.02019
2644.53476;0.02511;0.01284;0.02515;0.02598;0.02309;0.01769;0.04436;0.01836;0.01104;0.01295;0.02097
2646.64749;0.02525;0.01233;0.02489;0.02611;0.02279;0.01732;0.04454;0.02098;0.01119;0.0136;0.02076
2648.75962;0.0254;0.01205;0.0246;0.02664;0.02249;0.01782;0.04459;0.02293;0.01141;0.01415;0.02053
2650.87114;0.02584;0.0126;0.02522;0.02774;0.02178;0.01663;0.04414;0.02477;0.0112;0.01405;0.02129
2652.98206;0.02594;0.01257;0.02579;0.03005;0.02131;0.01504;0.04372;0.02488;0.01057;0.01357;0.02204
2655.09236;0.02565;0.01211;0.02619;0.03109;0.02101;0.01569;0.04333;0.02477;0.00981;0.01344;0.02306
2657.20207;0.02558;0.01305;0.02545;0.0318;0.02017;0.01489;0.04291;0.02361;0.00911;0.01406;0.02303
2659.31116;0.02545;0.01275;0.02488;0.03184;0.02041;0.01461;0.04276;0.02367;0.00864;0.01434;0.02248
2661.41965;0.02506;0.01301;0.02434;0.0303;0.02018;0.01512;0.04281;0.02373;0.00811;0.01402;0.02184
2663.52754;0.02441;0.01369;0.02456;0.03004;0.02028;0.01391;0.04265;0.0232;0.00804;0.01555;0.02029
2665.63482;0.02429;0.01428;0.02508;0.02997;0.01955;0.01377;0.04216;0.02455;0.00733;0.01536;0.01976
2667.74149;0.02462;0.01335;0.02483;0.02853;0.01956;0.01283;0.04197;0.02731;0.00775;0.01505;0.01775
2669.84756;0.0243;0.01393;0.02481;0.02898;0.01951;0.01347;0.04173;0.02828;0.00814;0.01459;0.0175
2671.95302;0.02425;0.01376;0.02538;0.02901;0.02001;0.01454;0.04118;0.02786;0.0086;0.01316;0.01727
2674.05788;0.02409;0.01346;0.02575;0.02832;0.01989;0.01406;0.04082;0.02698;0.00891;0.01136;0.01909
2676.16214;0.02327;0.01413;0.02562;0.02833;0.02015;0.01455;0.0406;0.02721;0.00949;0.01065;0.02007
2678.26579;0.0228;0.01555;0.02502;0.02843;0.02007;0.01245;0.04087;0.02641;0.01038;0.0094;0.02069
2680.36884;0.02258;0.01657;0.02444;0.0273;0.02009;0.01071;0.0414;0.02706;0.01087;0.00943;0.02098
2682.47129;0.02287;0.01886;0.02392;0.02483;0.02019;0.01041;0.04122;0.02747;0.01196;0.00901;0.02129
2684.57313;0.02301;0.02224;0.02473;0.02356;0.01975;0.01017;0.0403;0.02677;0.01323;0.01083;0.01972
2686.67437;0.02331;0.02265;0.02548;0.02312;0.01878;0.01167;0.03913;0.02893;0.01437;0.01138;0.02021
2688.77501;0.02376;0.02355;0.02523;0.02252;0.01891;0.01344;0.03804;0.02796;0.01633;0.01195;0.02032
2690.87504;0.02378;0.02499;0.02528;0.02277;0.01878;0.01613;0.03704;0.02887;0.01841;0.01281;0.02018
2692.97447;0.02307;0.0246;0.02593;0.02343;0.01907;0.01905;0.03629;0.02977;0.02075;0.01279;0.02052
2695.07331;0.0226;0.02505;0.02644;0.02317;0.01868;0.02107;0.03606;0.03199;0.02382;0.01234;0.02032
2697.17154;0.02101;0.02618;0.02655;0.02417;0.01867;0.0249;0.0362;0.03426;0.02788;0.01127;0.02079
2699.26916;0.0202;0.02684;0.0268;0.02606;0.01882;0.02806;0.0366;0.03433;0.03164;0.01004;0.02089
2701.36619;0.02017;0.02738;0.02685;0.02586;0.01883;0.03082;0.03683;0.03513;0.03581;0.0096;0.02039
2703.46262;0.02027;0.02973;0.02708;0.0252;0.01921;0.03524;0.03619;0.03276;0.04002;0.00851;0.01946
2705.55844;0.02052;0.03152;0.02831;0.02674;0.01948;0.03993;0.0355;0.03102;0.04421;0.00839;0.01918
2707.65367;0.02104;0.03212;0.02962;0.02826;0.0195;0.04706;0.03506;0.03288;0.04837;0.00795;0.01896
2709.7483;0.02198;0.03458;0.03105;0.02899;0.01964;0.05527;0.03464;0.0328;0.05248;0.00787;0.01962
2711.84232;0.02253;0.03428;0.03354;0.02932;0.0201;0.06414;0.03438;0.03375;0.05578;0.0078;0.01928
2713.93575;0.02227;0.0348;0.03518;0.03003;0.01996;0.07123;0.03482;0.03554;0.05813;0.00675;0.01872
2716.02858;0.02264;0.03699;0.03634;0.0284;0.01962;0.07654;0.03543;0.03702;0.05958;0.00623;0.01902
2718.1208;0.022;0.03876;0.03582;0.02716;0.01916;0.07797;0.03586;0.03763;0.0594;0.00528;0.02076
2720.21243;0.0217;0.04046;0.03451;0.0281;0.01934;0.07549;0.03599;0.03784;0.05595;0.00529;0.02054
2722.30347;0.02141;0.04269;0.0327;0.02812;0.01932;0.06759;0.03569;0.03907;0.05108;0.0046;0.0206
2724.3939;0.02111;0.04543;0.0302;0.02811;0.01954;0.05978;0.03496;0.03843;0.0444;0.00406;0.02005
2726.48373;0.02123;0.04691;0.02773;0.02997;0.01944;0.04949;0.03458;0.0395;0.03824;0.00384;0.02049
2728.57297;0.02091;0.04832;0.02544;0.03077;0.01925;0.04139;0.03446;0.04165;0.03169;0.00365;0.01949
2730.66161;0.0207;0.04897;0.0247;0.03035;0.01862;0.03479;0.03444;0.04197;0.02641;0.00362;0.02009
2732.74965;0.02047;0.0472;0.02429;0.03063;0.01893;0.0305;0.03493;0.04237;0.02204;0.00326;0.01981
2734.8371;0.02038;0.04722;0.02412;0.02956;0.01897;0.02748;0.03628;0.04361;0.01859;0.00244;0.01942
2736.92395;0.02063;0.04675;0.0242;0.02892;0.01914;0.02644;0.03741;0.04434;0.01593;0.00292;0.01993
2739.0102;0.01999;0.04547;0.0236;0.02883;0.01937;0.02338;0.03835;0.04326;0.01405;0.00278;0.02004
2741.09586;0.02002;0.04429;0.02368;0.03026;0.01994;0.02208;0.03883;0.04459;0.01203;0.00292;0.01771
2743.18092;0.02034;0.04264;0.02386;0.03095;0.01962;0.0201;0.03871;0.04497;0.01067;0.00203;0.01693
2745.26538;0.02063;0.03971;0.02385;0.03091;0.01946;0.0195;0.03826;0.04469;0.00945;0.00255;0.01634
2747.34925;0.02067;0.03643;0.02426;0.03039;0.01858;0.01719;0.03731;0.04411;0.00905;0.00407;0.01537
2749.43252;0.02017;0.03417;0.02553;0.02992;0.0185;0.01552;0.03602;0.04245;0.00835;0.00573;0.0141
2751.5152;0.01975;0.03076;0.02686;0.02839;0.01781;0.01385;0.03483;0.04132;0.00835;0.00846;0.0145
2753.59728;0.01957;0.02714;0.02865;0.02794;0.01795;0.01202;0.03385;0.03975;0.00785;0.01143;0.01584
2755.67877;0.01926;0.02349;0.0308;0.02652;0.01844;0.01044;0.03337;0.03902;0.00696;0.01544;0.01556
2757.75967;0.01907;0.02094;0.03229;0.02769;0.01894;0.0086;0.03321;0.03807;0.00605;0.02089;0.01612
2759.83997;0.01819;0.01984;0.03324;0.02933;0.01958;0.00631;0.03337;0.03585;0.00584;0.02596;0.01619
2761.91968;0.01832;0.01879;0.0341;0.03047;0.02047;0.00427;0.03327;0.03454;0.00548;0.03258;0.01443
2763.99879;0.01879;0.0179;0.03428;0.03132;0.02126;0.00326;0.03289;0.03296;0.00543;0.0393;0.01395
2766.07731;0.01917;0.01667;0.03307;0.03149;0.02203;0.00282;0.03227;0.03229;0.00519;0.04819;0.0143
2768.15524;0.01928;0.01665;0.03157;0.03191;0.02231;0.00252;0.03126;0.0322;0.00513;0.05572;0.01348
2770.23257;0.01939;0.01704;0.03008;0.03369;0.0229;0.00212;0.03054;0.03074;0.00505;0.06215;0.0135
2772.30931;0.01956;0.01588;0.02792;0.03312;0.0233;0.00262;0.03025;0.02923;0.00543;0.0667;0.01434
2774.38546;0.02005;0.01461;0.02714;0.03257;0.02383;0.00273;0.03007;0.02834;0.00508;0.06883;0.01517
2776.46102;0.01996;0.01254;0.02574;0.03137;0.0246;0.00247;0.03067;0.02918;0.00518;0.06927;0.01455
2778.53599;0.01964;0.01082;0.02468;0.03203;0.02471;0.00236;0.0317;0.02815;0.00576;0.06957;0.01497
2780.61036;0.01908;0.01037;0.02406;0.03099;0.02418;0.0023;0.0326;0.02667;0.00641;0.06846;0.01475
2782.68414;0.01892;0.00979;0.02337;0.03026;0.02375;0.00201;0.03277;0.02508;0.00744;0.06831;0.01446
2784.75734;0.01885;0.00984;0.02382;0.02828;0.02336;0.00338;0.03214;0.02391;0.00803;0.06773;0.01438
2786.82994;0.01879;0.01046;0.02365;0.02696;0.02241;0.00506;0.0307;0.02298;0.00826;0.06819;0.01386
2788.90195;0.01845;0.01166;0.02317;0.02587;0.02212;0.00551;0.02929;0.02317;0.00819;0.06689;0.01348
2790.97337;0.01804;0.01334;0.0228;0.02461;0.02187;0.00624;0.02809;0.02173;0.00892;0.06622;0.01366
2793.0442;0.01754;0.01392;0.02209;0.02211;0.02206;0.00805;0.02721;0.02092;0.00959;0.06458;0.01399
2795.11444;0.0172;0.01442;0.02185;0.01945;0.02208;0.00974;0.02645;0.02203;0.01017;0.06253;0.01357
2797.18409;0.01718;0.0161;0.02149;0.01794;0.02271;0.01108;0.02627;0.02135;0.01169;0.0612;0.01375
